iter	Passed	Remaining
421	2617	3585
422	2623	3578
423	2629	3572
424	2635	3565
425	2641	3558
426	2645	3550
427	2650	3542
428	2656	3535
429	2661	3528
430	2667	3521
431	2672	3514
432	2678	3507
433	2683	3499
434	2688	3491
435	2693	3484
436	2697	3474
437	2700	3465
438	2703	3454
439	2706	3445
440	2711	3436
441	2716	3428
442	2721	3422
443	2727	3415
444	2734	3409
445	2739	3403
446	2745	3396
447	2750	3388
448	2759	3386
449	2765	3379
450	2773	3376
451	2777	3367
452	2781	3359
453	2786	3351
454	2792	3345
455	2797	3336
456	2802	3329
457	2808	3323
458	2814	3316
459	2819	3310
460	2825	3303
461	2831	3297
462	2836	3290
463	2842	3283
464	2847	3276
465	2853	3269
466	2859	3263
467	2864	3255
468	2869	3248
469	2874	3241
470	2878	3233
471	2884	3226
472	2890	3219
473	2895	3213
474	2901	3206
475	2907	3200
476	2913	3194
477	2919	3188
478	2925	3182
479	2934	3179
480	2943	3175
481	2949	3169
482	2953	3161
483	2956	3151
484	2959	3143
485	2963	3134
486	2968	3127
487	2971	3118
488	2976	3110
489	2981	3103
490	2990	3099
491	2996	3094
492	3001	3086
493	3006	3079
494	3010	3071
495	3015	3063
496	3020	3056
497	3026	3051
498	3032	3044
499	3037	3037
500	3043	3030
501	3048	3024
502	3055	3019
503	3061	3012
504	3066	3005
505	3073	3000
506	3080	2995
507	3085	2988
508	3091	2981
509	3096	2974
510	3103	2969
511	3108	2962
512	3113	2955
513	3119	2949
514	3125	2943
515	3137	2942
516	3142	2935
517	3149	2930
518	3154	2923
519	3159	2916
520	3164	2909
521	3170	2903
522	3176	2896
523	3183	2891
524	3189	2885
525	3198	2881
526	3204	2875
527	3209	2869
528	3214	2862
529	3220	2855
530	3225	2849
531	3230	2841
532	3237	2836
533	3242	2829
534	3248	2823
535	3254	2817
536	3259	2810
537	3267	2805
538	3272	2799
539	3278	2792
540	3283	2785
541	3287	2777
542	3292	2771
543	3299	2765
544	3308	2761
545	3314	2755
546	3322	2751
547	3327	2744
548	3331	2737
549	3338	2731
550	3344	2725
551	3352	2720
552	3360	2716
553	3363	2708
554	3367	2700
555	3371	2692
556	3375	2684
557	3378	2676
558	3381	2667
559	3385	2660
560	3389	2652
561	3395	2646
562	3406	2643
563	3413	2638
564	3419	2632
565	3423	2625
566	3428	2618
567	3431	2610
568	3436	2603
569	3443	2597
570	3449	2591
571	3457	2586
572	3463	2581
573	3468	2574
574	3474	2568
575	3479	2561
576	3486	2556
577	3491	2549
578	3500	2545
579	3505	2538
580	3508	2530
581	3513	2523
582	3517	2515
583	3523	2509
584	3526	2501
585	3530	2494
586	3534	2486
587	3541	2481
588	3545	2474
589	3551	2467
590	3555	2460
591	3558	2452
592	3564	2446
593	3572	2442
594	3580	2436
595	3589	2433
596	3596	2427
597	3599	2420
598	3604	2413
599	3609	2406
600	3616	2400
601	3619	2393
602	3627	2387
603	3639	2386
604	3643	2378
605	3652	2374
606	3661	2370
607	3667	2364
608	3672	2358
609	3680	2353
610	3685	2346
611	3691	2340
612	3698	2334
613	3704	2328
614	3711	2323
615	3718	2317
616	3726	2313
617	3732	2307
618	3742	2303
619	3749	2298
620	3758	2294
621	3769	2290
622	3775	2284
623	3781	2278
624	3788	2273
625	3796	2268
626	3805	2264
627	3811	2257
628	3815	2250
629	3819	2243
630	3824	2236
631	3829	2229
632	3833	2222
633	3837	2215
634	3840	2207
635	3847	2202
636	3853	2196
637	3862	2191
638	3870	2186
639	3875	2179
640	3881	2173
641	3889	2168
642	3894	2162
643	3901	2156
644	3908	2151
645	3922	2149
646	3931	2144
647	3950	2145
648	3959	2141
649	3968	2136
650	3974	2130
651	3979	2124
652	3986	2118
653	3995	2113
654	4001	2107
655	4007	2101
656	4021	2099
657	4025	2092
658	4031	2086
659	4047	2085
660	4051	2078
661	4057	2071
662	4061	2064
663	4067	2058
664	4071	2050
665	4077	2044
666	4087	2040
667	4099	2037
668	4110	2033
669	4120	2029
670	4139	2029
671	4160	2030
672	4176	2029
673	4182	2023
674	4189	2017
675	4202	2014
676	4208	2007
677	4212	2000
678	4223	1996
679	4227	1989
680	4240	1986
681	4247	1980
682	4253	1973
683	4273	1974
684	4281	1968
685	4287	1962
686	4292	1955
687	4298	1949
688	4309	1945
689	4315	1938
690	4322	1932
691	4328	1926
692	4334	1920
693	4339	1913
694	4345	1906
695	4355	1902
696	4365	1897
697	4382	1896
698	4393	1891
699	4408	1889
700	4417	1884
701	4429	1880
702	4440	1875
703	4447	1869
704	4459	1865
705	4470	1861
706	4474	1854
707	4485	1850
708	4490	1843
709	4498	1837
710	4505	1831
711	4515	1826
712	4525	1821
713	4537	1817
714	4543	1810
715	4549	1804
716	4555	1798
717	4560	1791
718	4572	1787
719	4581	1781
720	4587	1775
721	4595	1769
722	4599	1762
723	4604	1755
724	4607	1747
725	4610	1740
726	4618	1734
727	4623	1727
728	4629	1720
729	4635	1714
730	4640	1707
731	4645	1700
732	4651	1694
733	4659	1688
734	4664	1681
735	4669	1674
736	4676	1668
737	4688	1664
738	4692	1657
739	4704	1652
740	4722	1650
741	4733	1645
742	4743	1640
743	4752	1635
744	4758	1628
745	4766	1622
746	4772	1616
747	4779	1610
748	4791	1605
749	4807	1602
750	4811	1595
751	4818	1589
752	4826	1583
753	4832	1576
754	4838	1569
755	4843	1563
756	4849	1556
757	4855	1550
758	4860	1543
759	4867	1537
760	4873	1530
761	4878	1523
762	4884	1517
763	4891	1510
764	4897	1504
765	4902	1497
766	4908	1491
767	4914	1484
768	4919	1477
769	4925	1471
770	4931	1464
771	4936	1458
772	4942	1451
773	4948	1444
774	4954	1438
775	4959	1431
776	4965	1425
777	4970	1418
778	4976	1411
779	4982	1405
780	4988	1398
781	4994	1392
782	5000	1385
783	5007	1379
784	5013	1373
785	5019	1366
786	5025	1360
787	5031	1353
788	5037	1347
789	5044	1340
790	5051	1334
791	5057	1328
792	5063	1321
793	5069	1315
794	5075	1308
795	5081	1302
796	5089	1296
797	5095	1289
798	5100	1283
799	5106	1276
800	5113	1270
801	5119	1263
802	5125	1257
803	5131	1250
804	5136	1244
805	5141	1237
806	5146	1230
807	5152	1224
808	5158	1217
809	5163	1211
810	5169	1204
811	5177	1198
812	5185	1192
813	5191	1186
814	5197	1179
815	5203	1173
816	5209	1166
817	5214	1160
818	5221	1154
819	5227	1147
820	5232	1140
821	5239	1134
822	5246	1128
823	5256	1122
824	5262	1116
825	5268	1109
826	5273	1103
827	5280	1096
828	5286	1090
829	5291	1083
830	5297	1077
831	5302	1070
832	5309	1064
833	5315	1057
834	5319	1051
835	5326	1044
836	5332	1038
837	5339	1032
838	5345	1025
839	5351	1019
840	5357	1012
841	5363	1006
842	5369	1000
843	5375	993
844	5380	986
845	5386	980
846	5391	973
847	5398	967
848	5403	961
849	5409	954
850	5416	948
851	5421	941
852	5428	935
853	5438	929
854	5444	923
855	5450	916
856	5457	910
857	5463	904
858	5468	897
859	5475	891
860	5480	884
861	5486	878
862	5492	871
863	5498	865
864	5503	858
865	5509	852
866	5515	846
867	5521	839
868	5526	833
869	5532	826
870	5538	820
871	5544	813
872	5550	807
873	5556	801
874	5562	794
875	5567	788
876	5573	781
877	5579	775
878	5583	768
879	5587	761
880	5594	755
881	5600	749
882	5606	742
883	5615	736
884	5621	730
885	5627	724
886	5632	717
887	5638	711
888	5643	704
889	5649	698
890	5655	691
891	5661	685
892	5666	679
893	5672	672
894	5677	666
895	5683	659
896	5689	653
897	5695	646
898	5700	640
899	5706	634
900	5712	627
901	5717	621
902	5723	614
903	5730	608
904	5735	602
905	5740	595
906	5746	589
907	5754	583
908	5760	576
909	5767	570
910	5773	563
911	5778	557
912	5783	551
913	5788	544
914	5793	538
915	5800	531
916	5806	525
917	5811	519
918	5817	512
919	5823	506
920	5830	500
921	5835	493
922	5841	487
923	5847	480
924	5853	474
925	5859	468
926	5865	461
927	5871	455
928	5876	449
929	5882	442
930	5887	436
931	5893	430
932	5899	423
933	5905	417
934	5911	410
935	5918	404
936	5924	398
937	5930	391
938	5935	385
939	5940	379
940	5946	372
941	5952	366
942	5959	360
943	5965	353
944	5973	347
945	5982	341
946	5988	335
947	5994	328
948	5997	322
949	6004	316
950	6009	309
951	6016	303
952	6021	296
953	6029	290
954	6035	284
955	6041	278
956	6049	271
957	6054	265
958	6060	259
959	6066	252
960	6072	246
961	6080	240
962	6086	233
963	6091	227
964	6098	221
965	6104	214
966	6111	208
967	6118	202
968	6124	195
969	6129	189
970	6134	183
971	6139	176
972	6145	170
973	6151	164
974	6159	157
975	6167	151
976	6173	145
977	6180	139
978	6186	132
979	6191	126
980	6197	120
981	6203	113
982	6208	107
983	6214	101
984	6219	94
985	6225	88
986	6231	82
987	6236	75
988	6242	69
989	6247	63
990	6253	56
991	6259	50
992	6264	44
993	6270	37
994	6276	31
995	6282	25
996	6287	18
997	6295	12
998	6300	6
999	6305	0
