iter	Passed	Remaining
134	7320	46904
135	7364	46788
136	7407	46659
137	7448	46527
138	7487	46381
139	7526	46232
140	7568	46109
141	7623	46064
142	7683	46048
143	7728	45939
144	7771	45824
145	7810	45688
146	7856	45589
147	7895	45453
148	7936	45327
149	7974	45188
150	8025	45121
151	8121	45311
152	8176	45266
153	8229	45209
154	8282	45155
155	8344	45147
156	8409	45154
157	8459	45082
158	8516	45044
159	8647	45400
160	8711	45396
161	8773	45381
162	8831	45349
163	8886	45298
164	8935	45216
165	8979	45114
166	9021	44997
167	9059	44868
168	9104	44768
169	9144	44645
170	9181	44510
171	9222	44396
172	9259	44265
173	9300	44148
174	9338	44022
175	9379	43914
176	9419	43799
177	9463	43702
178	9504	43594
179	9549	43503
180	9592	43403
181	9633	43296
182	9672	43182
183	9712	43072
184	9751	42961
185	9790	42844
186	9828	42728
187	9865	42610
188	9907	42513
189	9951	42424
190	10009	42395
191	10071	42385
192	10140	42399
193	10202	42387
194	10261	42361
195	10316	42320
196	10362	42240
197	10403	42138
198	10447	42053
199	10492	41969
200	10539	41896
201	10596	41860
202	10653	41827
203	10715	41811
204	10775	41788
205	10836	41768
206	10891	41724
207	10948	41689
208	11010	41670
209	11199	42130
210	11278	42173
211	11342	42158
212	11407	42147
213	11464	42108
214	11519	42058
215	11572	42004
216	11619	41927
217	11662	41834
218	11702	41734
219	11749	41658
220	11795	41576
221	11835	41476
222	11878	41387
223	11920	41294
224	11964	41212
225	12005	41115
226	12043	41012
227	12083	40914
228	12119	40805
229	12159	40708
230	12199	40612
231	12239	40516
232	12283	40434
233	12331	40367
234	12374	40283
235	12428	40235
236	12484	40192
237	12548	40175
238	12588	40084
239	12630	39997
240	12675	39918
241	12717	39834
242	12762	39759
243	12804	39673
244	12849	39597
245	12890	39508
246	12933	39429
247	12979	39357
248	13024	39283
249	13067	39201
250	13112	39128
251	13154	39045
252	13195	38959
253	13235	38871
254	13279	38797
255	13323	38720
256	13367	38645
257	13425	38610
258	13479	38563
259	13527	38500
260	13576	38441
261	13665	38491
262	13785	38631
263	13845	38600
264	13900	38553
265	13953	38503
266	14007	38455
267	14060	38404
268	14112	38349
269	14171	38314
270	14222	38258
271	14266	38184
272	14308	38103
273	14348	38019
274	14394	37949
275	14440	37880
276	14479	37793
277	14525	37724
278	14564	37639
279	14605	37557
280	14648	37480
281	14698	37424
282	14749	37369
283	14804	37325
284	14880	37330
285	14939	37295
286	14992	37246
287	15036	37173
288	15077	37094
289	15119	37017
290	15159	36935
291	15200	36855
292	15240	36774
293	15281	36696
294	15324	36622
295	15362	36537
296	15399	36450
297	15441	36375
298	15481	36296
299	15527	36231
300	15570	36158
301	15609	36078
302	15649	35998
303	15691	35925
304	15730	35846
305	15775	35778
306	15826	35724
307	15882	35682
308	15930	35624
309	15973	35553
310	16051	35561
311	16209	35744
312	16265	35701
313	16310	35634
314	16359	35574
315	16402	35504
316	16449	35442
317	16488	35361
318	16529	35286
319	16574	35220
320	16613	35142
321	16653	35065
322	16694	34991
323	16735	34918
324	16776	34844
325	16825	34787
326	16890	34763
327	16957	34741
328	17020	34713
329	17098	34714
330	17151	34665
331	17206	34621
332	17274	34600
333	17347	34591
334	17407	34555
335	17453	34491
336	17492	34414
337	17533	34341
338	17575	34269
339	17626	34216
340	17683	34174
341	17741	34134
342	17782	34060
343	17823	33989
344	17864	33916
345	17903	33840
346	17950	33779
347	17994	33714
348	18037	33646
349	18079	33577
350	18122	33508
351	18160	33432
352	18201	33360
353	18243	33292
354	18282	33218
355	18324	33149
356	18373	33093
357	18430	33050
358	18509	33049
359	18587	33044
360	18706	33111
361	18775	33089
362	18822	33030
363	18871	32972
364	18932	32937
365	18978	32874
366	19036	32833
367	19086	32778
368	19131	32715
369	19175	32649
370	19214	32576
371	19254	32505
372	19303	32448
373	19349	32386
374	19439	32399
375	19519	32393
376	19577	32352
377	19653	32339
378	19721	32314
379	19800	32306
380	19852	32254
381	19898	32191
382	19940	32123
383	19986	32061
384	20032	32000
385	20085	31949
386	20139	31900
387	20188	31842
388	20235	31783
389	20281	31722
390	20332	31669
391	20380	31610
392	20445	31579
393	20504	31537
394	20552	31479
395	20601	31422
396	20653	31370
397	20705	31318
398	20754	31261
399	20799	31199
400	20858	31157
401	20912	31109
402	20968	31063
403	21017	31006
404	21062	30943
405	21112	30888
406	21160	30830
407	21212	30778
408	21264	30726
409	21316	30674
410	21364	30617
411	21417	30566
412	21473	30519
413	21555	30510
414	21610	30463
415	21683	30440
416	21755	30416
417	21807	30363
418	21863	30316
419	21913	30261
420	21957	30198
421	22015	30154
422	22125	30180
423	22237	30209
424	22309	30183
425	22368	30139
426	22426	30094
427	22477	30040
428	22532	29990
429	22579	29930
430	22632	29878
431	22683	29825
432	22733	29768
433	22786	29717
434	22829	29652
435	22876	29592
436	22920	29529
437	22967	29469
438	23007	29401
439	23052	29339
440	23101	29283
441	23152	29228
442	23199	29169
443	23252	29118
444	23316	29079
445	23373	29033
446	23419	28973
447	23462	28909
448	23511	28852
449	23570	28808
450	23646	28784
451	23710	28746
452	23762	28692
453	23816	28643
454	23867	28588
455	23907	28520
456	23955	28464
457	24013	28417
458	24057	28355
459	24105	28297
460	24150	28237
461	24196	28177
462	24287	28169
463	24344	28121
464	24470	28154
465	24598	28187
466	24679	28167
467	24741	28125
468	24794	28072
469	24853	28025
470	24917	27985
471	24968	27930
472	25016	27872
473	25057	27806
474	25120	27764
475	25207	27749
476	25279	27717
477	25354	27688
478	25423	27652
479	25486	27610
480	25545	27563
481	25598	27510
482	25658	27465
483	25726	27427
484	25786	27381
485	25836	27325
486	25882	27264
487	25933	27208
488	25979	27148
489	26030	27092
490	26076	27032
491	26122	26972
492	26166	26909
493	26217	26854
494	26264	26795
495	26308	26732
496	26347	26665
497	26388	26600
498	26430	26536
499	26471	26471
500	26512	26406
501	26550	26338
502	26588	26271
503	26624	26202
504	26665	26137
505	26706	26073
506	26756	26017
507	26805	25961
508	26888	25937
509	26949	25892
510	26993	25831
511	27038	25771
512	27082	25709
513	27124	25647
514	27174	25591
515	27303	25609
516	27376	25576
517	27453	25545
518	27501	25487
519	27552	25433
520	27603	25378
521	27662	25330
522	27717	25279
523	27763	25220
524	27813	25164
525	27856	25102
526	27908	25048
527	27965	24999
528	28032	24959
529	28087	24907
530	28141	24855
531	28183	24792
532	28231	24736
533	28274	24674
534	28315	24610
535	28355	24546
536	28393	24481
537	28439	24422
538	28484	24362
539	28524	24298
540	28565	24235
541	28605	24172
542	28649	24112
543	28693	24051
544	28731	23987
545	28769	23921
546	28807	23857
547	28847	23793
548	28886	23730
549	28929	23669
550	28974	23610
551	29014	23548
552	29059	23489
553	29115	23439
554	29160	23380
555	29215	23330
556	29278	23285
557	29336	23237
558	29385	23182
559	29425	23119
560	29470	23061
561	29517	23005
562	29571	22953
563	29654	22924
564	29706	22871
565	29762	22821
566	29817	22770
567	29880	22725
568	29944	22682
569	29990	22624
570	30035	22566
571	30082	22509
572	30128	22451
573	30168	22389
574	30205	22326
575	30244	22263
576	30285	22202
577	30332	22145
578	30393	22099
579	30457	22055
580	30505	21999
581	30548	21940
582	30589	21879
583	30630	21819
584	30671	21758
585	30708	21694
586	30748	21634
587	30791	21574
588	30830	21513
589	30871	21453
590	30918	21397
591	30963	21339
592	31009	21283
593	31058	21228
594	31105	21172
595	31154	21118
596	31198	21059
597	31241	21001
598	31283	20942
599	31332	20888
600	31381	20833
601	31427	20777
602	31480	20726
603	31547	20683
604	31607	20636
605	31665	20587
606	31735	20547
607	31789	20496
608	31834	20439
609	31876	20380
610	31923	20324
611	31970	20268
612	32019	20214
613	32094	20176
614	32155	20130
615	32205	20076
616	32259	20024
617	32320	19977
618	32371	19924
619	32423	19872
620	32474	19819
621	32524	19765
622	32569	19708
623	32614	19652
624	32657	19594
625	32702	19538
626	32758	19488
627	32813	19437
628	32865	19384
629	32905	19325
630	32946	19266
631	32993	19211
632	33037	19154
633	33082	19098
634	33121	19038
635	33164	18980
636	33208	18924
637	33250	18866
638	33290	18807
639	33332	18749
640	33371	18690
641	33412	18631
642	33454	18574
643	33493	18514
644	33531	18455
645	33572	18397
646	33618	18342
647	33660	18284
648	33702	18227
649	33745	18170
650	33789	18114
651	33832	18057
652	33882	18004
653	33946	17959
654	34008	17912
655	34060	17861
656	34111	17808
657	34161	17755
658	34207	17700
659	34252	17645
660	34293	17587
661	34337	17531
662	34400	17485
663	34472	17443
664	34564	17412
665	34621	17362
666	34672	17310
667	34729	17260
668	34776	17206
669	34830	17155
670	34881	17102
671	34933	17050
672	34998	17005
673	35062	16959
674	35131	16915
675	35207	16874
676	35258	16822
677	35306	16767
678	35359	16716
679	35404	16661
680	35456	16608
681	35512	16558
682	35571	16509
683	35634	16462
684	35695	16414
685	35755	16366
686	35814	16317
687	35862	16263
688	35916	16211
689	35992	16170
690	36045	16118
691	36100	16067
692	36145	16012
693	36202	15962
694	36256	15911
695	36332	15869
696	36409	15827
697	36469	15778
698	36523	15727
699	36587	15680
700	36649	15632
701	36691	15575
702	36741	15522
703	36801	15473
704	36858	15422
705	36923	15376
706	37011	15338
707	37083	15294
708	37179	15259
709	37262	15220
710	37361	15186
711	37553	15189
712	37635	15149
713	37718	15108
714	37782	15060
715	37843	15010
716	37921	14967
717	37976	14915
718	38035	14865
719	38092	14813
720	38141	14759
721	38184	14702
722	38228	14646
723	38281	14593
724	38328	14538
725	38378	14484
726	38424	14429
727	38473	14374
728	38514	14317
729	38560	14262
730	38618	14211
731	38717	14175
732	38785	14127
733	38839	14075
734	38889	14021
735	38932	13964
736	38975	13908
737	39019	13852
738	39065	13797
739	39109	13741
740	39149	13683
741	39191	13627
742	39239	13572
743	39284	13517
744	39329	13461
745	39376	13407
746	39426	13353
747	39472	13298
748	39514	13241
749	39556	13185
750	39601	13130
751	39644	13074
752	39686	13018
753	39727	12961
754	39772	12906
755	39815	12850
756	39894	12806
757	39960	12757
758	40027	12709
759	40086	12658
760	40239	12637
761	40324	12594
762	40389	12545
763	40450	12495
764	40500	12441
765	40557	12389
766	40608	12336
767	40648	12279
768	40690	12223
769	40731	12166
770	40769	12109
771	40809	12052
772	40855	11997
773	40894	11940
774	40941	11886
775	40986	11831
776	41042	11779
777	41107	11730
778	41157	11676
779	41210	11623
780	41253	11567
781	41292	11511
782	41334	11455
783	41380	11400
784	41447	11351
785	41493	11297
786	41533	11240
787	41574	11185
788	41648	11137
789	41743	11096
790	41832	11053
791	41891	11001
792	41956	10952
793	42006	10898
794	42054	10844
795	42101	10789
796	42143	10734
797	42186	10678
798	42252	10629
799	42323	10580
800	42384	10529
801	42429	10475
802	42481	10421
803	42540	10370
804	42585	10315
805	42635	10262
806	42689	10209
807	42755	10159
808	42808	10106
809	42854	10052
810	42913	10000
811	42965	9947
812	43016	9894
813	43121	9853
814	43181	9801
815	43229	9747
816	43271	9692
817	43331	9641
818	43380	9587
819	43469	9542
820	43553	9495
821	43615	9444
822	43673	9392
823	43768	9348
824	43857	9303
825	43934	9254
826	43997	9203
827	44058	9152
828	44117	9100
829	44168	9046
830	44223	8993
831	44273	8939
832	44323	8885
833	44374	8832
834	44420	8777
835	44471	8724
836	44517	8669
837	44567	8615
838	44634	8565
839	44695	8513
840	44749	8460
841	44801	8406
842	44855	8353
843	44900	8299
844	44949	8245
845	44992	8190
846	45043	8136
847	45087	8081
848	45133	8027
849	45182	7973
850	45231	7919
851	45277	7865
852	45322	7810
853	45366	7755
854	45415	7702
855	45465	7648
856	45518	7595
857	45574	7542
858	45625	7489
859	45676	7435
860	45724	7381
861	45779	7329
862	45845	7277
863	45935	7230
864	46064	7189
865	46144	7140
866	46204	7087
867	46254	7034
868	46304	6980
869	46360	6927
870	46409	6873
871	46454	6818
872	46497	6764
873	46541	6709
874	46600	6657
875	46665	6605
876	46729	6553
877	46781	6500
878	46842	6448
879	46893	6394
880	46954	6342
881	47014	6289
882	47082	6238
883	47140	6185
884	47189	6131
885	47239	6078
886	47284	6023
887	47336	5970
888	47391	5917
889	47446	5864
890	47491	5809
891	47548	5757
892	47600	5703
893	47649	5649
894	47707	5596
895	47753	5542
896	47812	5490
897	47870	5437
898	47915	5383
899	47964	5329
900	48017	5276
901	48058	5221
902	48116	5168
903	48167	5115
904	48222	5062
905	48293	5010
906	48352	4957
907	48414	4905
908	48463	4851
909	48510	4797
910	48573	4745
911	48647	4694
912	48736	4644
913	48869	4598
914	48943	4546
915	49000	4493
916	49050	4439
917	49121	4387
918	49168	4333
919	49216	4279
920	49270	4226
921	49325	4172
922	49374	4119
923	49452	4067
924	49518	4015
925	49568	3961
926	49620	3907
927	49669	3853
928	49716	3799
929	49787	3747
930	49847	3694
931	49906	3641
932	49962	3587
933	50019	3534
934	50067	3480
935	50113	3426
936	50159	3372
937	50204	3318
938	50248	3264
939	50294	3210
940	50335	3156
941	50377	3101
942	50419	3047
943	50469	2993
944	50514	2940
945	50558	2885
946	50609	2832
947	50664	2779
948	50706	2724
949	50747	2670
950	50786	2616
951	50824	2562
952	50861	2508
953	50903	2454
954	50942	2400
955	50985	2346
956	51030	2292
957	51075	2239
958	51129	2185
959	51187	2132
960	51227	2078
961	51272	2025
962	51314	1971
963	51358	1917
964	51488	1867
965	51563	1814
966	51612	1761
967	51660	1707
968	51717	1654
969	51777	1601
970	51849	1548
971	51906	1495
972	51957	1441
973	51996	1388
974	52038	1334
975	52081	1280
976	52122	1227
977	52165	1173
978	52208	1119
979	52248	1066
980	52285	1012
981	52325	959
982	52366	905
983	52404	852
984	52446	798
985	52484	745
986	52524	691
987	52574	638
988	52617	585
989	52655	531
990	52694	478
991	52732	425
992	52771	372
993	52810	318
994	52859	265
995	52921	212
996	52976	159
997	53027	106
998	53072	53
999	53112	0
