iter	Passed	Remaining
821	18961	96374
822	18983	96349
823	19012	96356
824	19035	96330
825	19061	96320
826	19088	96319
827	19108	96280
828	19133	96265
829	19151	96216
830	19169	96169
831	19186	96117
832	19205	96074
833	19224	96032
834	19242	95981
835	19262	95943
836	19281	95902
837	19300	95858
838	19318	95809
839	19341	95786
840	19362	95755
841	19385	95729
842	19404	95689
843	19428	95668
844	19479	95781
845	19498	95739
846	19518	95704
847	19539	95667
848	19560	95636
849	19580	95598
850	19599	95558
851	19622	95530
852	19642	95497
853	19666	95478
854	19686	95437
855	19709	95418
856	19728	95373
857	19745	95320
858	19762	95271
859	19781	95226
860	19816	95260
861	19841	95246
862	19859	95203
863	19878	95157
864	19901	95136
865	19925	95118
866	19947	95087
867	19963	95033
868	19988	95019
869	20015	95016
870	20046	95031
871	20067	94997
872	20085	94949
873	20103	94904
874	20121	94856
875	20139	94812
876	20157	94766
877	20177	94726
878	20197	94689
879	20216	94648
880	20237	94619
881	20259	94592
882	20277	94545
883	20294	94495
884	20315	94461
885	20336	94428
886	20356	94391
887	20375	94349
888	20392	94302
889	20413	94268
890	20431	94225
891	20450	94183
892	20470	94144
893	20490	94107
894	20512	94080
895	20531	94039
896	20552	94011
897	20574	93984
898	20597	93960
899	20618	93928
900	20642	93911
901	20660	93863
902	20688	93864
903	20711	93844
904	20733	93815
905	20752	93775
906	20777	93764
907	20817	93816
908	20837	93781
909	20857	93743
910	20877	93708
911	20903	93698
912	20926	93674
913	20950	93658
914	20974	93639
915	20992	93593
916	21011	93553
917	21029	93509
918	21049	93476
919	21066	93426
920	21096	93433
921	21135	93480
922	21161	93471
923	21181	93436
924	21201	93399
925	21220	93360
926	21244	93343
927	21262	93297
928	21284	93270
929	21304	93235
930	21324	93198
931	21347	93177
932	21367	93142
933	21386	93102
934	21404	93058
935	21423	93020
936	21448	93003
937	21471	92983
938	21495	92964
939	21516	92934
940	21543	92926
941	21566	92905
942	21597	92919
943	21626	92921
944	21649	92897
945	21676	92891
946	21700	92873
947	21718	92831
948	21744	92819
949	21763	92780
950	21781	92736
951	21820	92784
952	21842	92756
953	21862	92722
954	21892	92729
955	21910	92685
956	21933	92660
957	21957	92643
958	21977	92607
959	22000	92586
960	22021	92553
961	22048	92548
962	22068	92514
963	22086	92471
964	22105	92431
965	22126	92398
966	22144	92356
967	22162	92313
968	22179	92264
969	22201	92237
970	22231	92244
971	22257	92236
972	22279	92207
973	22296	92163
974	22318	92133
975	22335	92086
976	22359	92071
977	22383	92050
978	22403	92015
979	22422	91977
980	22442	91942
981	22461	91903
982	22480	91863
983	22506	91857
984	22523	91809
985	22542	91769
986	22567	91755
987	22585	91711
988	22604	91675
989	22625	91645
990	22646	91616
991	22669	91590
992	22691	91565
993	22711	91532
994	22731	91498
995	22751	91462
996	22768	91418
997	22810	91468
998	22833	91448
999	22850	91401
1000	22869	91364
1001	22889	91330
1002	22910	91300
1003	22933	91276
1004	22957	91260
1005	22975	91215
1006	22996	91187
1007	23015	91147
1008	23038	91127
1009	23055	91079
1010	23072	91036
1011	23090	90994
1012	23109	90955
1013	23128	90916
1014	23145	90871
1015	23163	90830
1016	23185	90802
1017	23201	90754
1018	23222	90726
1019	23243	90694
1020	23261	90652
1021	23280	90615
1022	23297	90572
1023	23318	90539
1024	23334	90493
1025	23359	90477
1026	23389	90483
1027	23413	90464
1028	23435	90438
1029	23459	90421
1030	23488	90421
1031	23509	90392
1032	23528	90357
1033	23546	90314
1034	23578	90326
1035	23603	90312
1036	23623	90279
1037	23646	90257
1038	23662	90208
1039	23704	90260
1040	23735	90266
1041	23793	90380
1042	23859	90518
1043	23910	90603
1044	23959	90678
1045	24008	90755
1046	24047	90791
1047	24087	90833
1048	24119	90845
1049	24148	90843
1050	24181	90858
1051	24205	90838
1052	24235	90841
1053	24255	90806
1054	24274	90769
1055	24292	90728
1056	24314	90700
1057	24337	90680
1058	24357	90646
1059	24383	90631
1060	24400	90588
1061	24419	90549
1062	24438	90512
1063	24460	90486
1064	24479	90449
1065	24504	90430
1066	24530	90421
1067	24557	90411
1068	24583	90399
1069	24602	90364
1070	24622	90329
1071	24645	90307
1072	24665	90272
1073	24687	90243
1074	24718	90249
1075	24746	90244
1076	24768	90219
1077	24816	90286
1078	24853	90317
1079	24879	90304
1080	24916	90331
1081	24937	90298
1082	24957	90264
1083	24976	90230
1084	24997	90197
1085	25020	90174
1086	25041	90145
1087	25061	90110
1088	25082	90080
1089	25108	90069
1090	25136	90064
1091	25161	90045
1092	25181	90011
1093	25200	89976
1094	25217	89929
1095	25240	89906
1096	25259	89869
1097	25279	89835
1098	25303	89815
1099	25324	89787
1100	25348	89767
1101	25368	89733
1102	25396	89727
1103	25427	89734
1104	25452	89715
1105	25472	89683
1106	25498	89670
1107	25517	89632
1108	25533	89587
1109	25556	89561
1110	25576	89530
1111	25598	89501
1112	25621	89480
1113	25646	89464
1114	25678	89472
1115	25705	89464
1116	25730	89444
1117	25749	89409
1118	25768	89373
1119	25803	89389
1120	25829	89379
1121	25855	89364
1122	25881	89353
1123	25900	89313
1124	25926	89301
1125	25952	89288
1126	25976	89270
1127	26000	89251
1128	26020	89216
1129	26043	89191
1130	26067	89174
1131	26088	89142
1132	26108	89109
1133	26126	89069
1134	26145	89031
1135	26166	89002
1136	26189	88979
1137	26208	88942
1138	26232	88922
1139	26253	88895
1140	26273	88859
1141	26293	88825
1142	26311	88788
1143	26336	88769
1144	26355	88735
1145	26374	88696
1146	26391	88653
1147	26411	88620
1148	26437	88606
1149	26455	88567
1150	26473	88527
1151	26499	88514
1152	26522	88493
1153	26550	88484
1154	26575	88470
1155	26601	88458
1156	26639	88482
1157	26663	88462
1158	26694	88466
1159	26726	88475
1160	26767	88511
1161	26809	88550
1162	26849	88582
1163	26890	88620
1164	26916	88604
1165	26937	88573
1166	26954	88533
1167	26973	88496
1168	26997	88475
1169	27016	88437
1170	27050	88451
1171	27114	88562
1172	27168	88638
1173	27211	88680
1174	27249	88706
1175	27280	88707
1176	27316	88726
1177	27361	88775
1178	27409	88829
1179	27452	88872
1180	27487	88884
1181	27525	88910
1182	27557	88915
1183	27592	88929
1184	27628	88947
1185	27658	88944
1186	27689	88947
1187	27733	88989
1188	27763	88987
1189	27827	89093
1190	27863	89112
1191	27911	89165
1192	27959	89221
1193	27999	89252
1194	28058	89340
1195	28093	89352
1196	28157	89459
1197	28198	89490
1198	28247	89547
1199	28295	89602
1200	28336	89634
1201	28369	89639
1202	28391	89612
1203	28423	89615
1204	28456	89620
1205	28485	89612
1206	28513	89604
1207	28539	89589
1208	28572	89593
1209	28599	89581
1210	28626	89566
1211	28655	89560
1212	28676	89528
1213	28702	89513
1214	28722	89477
1215	28743	89444
1216	28764	89414
1217	28803	89437
1218	28830	89424
1219	28853	89398
1220	28871	89355
1221	28888	89312
1222	28908	89278
1223	28925	89234
1224	28951	89218
1225	28990	89240
1226	29022	89244
1227	29064	89277
1228	29104	89304
1229	29139	89314
1230	29186	89360
1231	29253	89469
1232	29319	89574
1233	29385	89679
1234	29432	89726
1235	29502	89843
1236	29545	89877
1237	29603	89958
1238	29670	90064
1239	29734	90161
1240	29834	90367
1241	29891	90445
1242	29926	90453
1243	29963	90467
1244	29997	90475
1245	30023	90455
1246	30068	90495
1247	30116	90541
1248	30144	90529
1249	30168	90505
1250	30188	90470
1251	30213	90446
1252	30244	90444
1253	30262	90400
1254	30288	90383
1255	30313	90360
1256	30339	90343
1257	30366	90326
1258	30386	90292
1259	30408	90261
1260	30431	90234
1261	30454	90205
1262	30477	90176
1263	30505	90165
1264	30535	90156
1265	30571	90168
1266	30593	90138
1267	30612	90098
1268	30632	90062
1269	30655	90036
1270	30679	90010
1271	30701	89979
1272	30728	89964
1273	30748	89929
1274	30778	89921
1275	30823	89957
1276	30847	89934
1277	30871	89907
1278	30896	89886
1279	30918	89858
1280	30942	89832
1281	30964	89802
1282	30987	89775
1283	31010	89747
1284	31036	89727
1285	31058	89697
1286	31082	89671
1287	31104	89642
1288	31129	89620
1289	31154	89600
1290	31177	89572
1291	31198	89538
1292	31221	89509
1293	31242	89479
1294	31262	89443
1295	31281	89404
1296	31303	89372
1297	31324	89340
1298	31347	89312
1299	31372	89291
1300	31396	89265
1301	31425	89255
1302	31454	89246
1303	31483	89236
1304	31507	89209
1305	31529	89179
1306	31553	89157
1307	31577	89131
1308	31602	89108
1309	31627	89088
1310	31667	89108
1311	31701	89113
1312	31726	89091
1313	31748	89058
1314	31781	89060
1315	31803	89031
1316	31825	89000
1317	31847	88970
1318	31868	88936
1319	31889	88904
1320	31912	88877
1321	31935	88848
1322	31957	88818
1323	31979	88789
1324	31999	88752
1325	32024	88731
1326	32047	88704
1327	32074	88686
1328	32096	88658
1329	32118	88627
1330	32140	88598
1331	32161	88564
1332	32180	88525
1333	32198	88486
1334	32223	88462
1335	32243	88429
1336	32266	88399
1337	32285	88363
1338	32304	88325
1339	32329	88303
1340	32353	88277
1341	32372	88240
1342	32394	88211
1343	32419	88187
1344	32442	88160
1345	32461	88124
1346	32482	88090
1347	32502	88055
1348	32523	88022
1349	32551	88010
1350	32572	87978
1351	32598	87957
1352	32621	87930
1353	32639	87891
1354	32663	87865
1355	32690	87848
1356	32713	87821
1357	32735	87794
1358	32764	87782
1359	32798	87783
1360	32825	87766
1361	32848	87741
1362	32870	87711
1363	32891	87678
1364	32915	87655
1365	32936	87620
1366	32957	87588
1367	32978	87555
1368	32996	87515
1369	33014	87476
1370	33034	87441
1371	33055	87408
1372	33078	87382
1373	33101	87355
1374	33121	87320
1375	33143	87289
1376	33164	87257
1377	33187	87232
1378	33210	87204
1379	33233	87177
1380	33256	87151
1381	33278	87122
1382	33302	87096
1383	33329	87081
1384	33358	87068
1385	33380	87040
1386	33403	87011
1387	33425	86982
1388	33447	86954
1389	33469	86923
1390	33490	86891
1391	33514	86868
1392	33532	86828
1393	33552	86792
1394	33571	86755
1395	33590	86718
1396	33613	86692
1397	33637	86667
1398	33659	86638
1399	33686	86622
1400	33707	86589
1401	33725	86550
1402	33768	86576
1403	33794	86556
1404	33813	86518
1405	33834	86488
1406	33859	86465
1407	33885	86447
1408	33913	86432
1409	33939	86413
1410	33963	86389
1411	33984	86356
1412	34004	86322
1413	34028	86297
1414	34047	86261
1415	34074	86245
1416	34097	86217
1417	34119	86189
1418	34140	86158
1419	34166	86137
1420	34188	86109
1421	34214	86088
1422	34234	86055
1423	34254	86020
1424	34278	85996
1425	34299	85963
1426	34325	85946
1427	34348	85918
1428	34371	85893
1429	34394	85865
1430	34417	85838
1431	34436	85803
1432	34474	85812
1433	34494	85778
1434	34518	85753
1435	34540	85725
1436	34561	85694
1437	34591	85685
1438	34618	85668
1439	34642	85645
1440	34660	85605
1441	34681	85572
1442	34708	85555
1443	34729	85525
1444	34769	85540
1445	34795	85519
1446	34817	85491
1447	34842	85469
1448	34863	85439
1449	34885	85410
1450	34907	85381
1451	34929	85351
1452	34949	85318
1453	34970	85286
1454	34998	85272
1455	35028	85261
1456	35061	85258
1457	35085	85234
1458	35105	85200
1459	35131	85182
1460	35152	85151
1461	35173	85119
1462	35195	85088
1463	35218	85063
1464	35240	85033
1465	35263	85007
1466	35285	84978
1467	35309	84953
1468	35329	84920
1469	35350	84890
1470	35369	84853
1471	35391	84824
1472	35414	84796
1473	35434	84763
1474	35458	84738
1475	35479	84707
1476	35499	84674
1477	35518	84639
1478	35540	84609
1479	35560	84575
1480	35578	84537
1481	35601	84510
1482	35618	84471
1483	35640	84442
1484	35663	84415
1485	35682	84380
1486	35706	84356
1487	35728	84326
1488	35760	84321
1489	35785	84300
1490	35806	84269
1491	35829	84241
1492	35851	84212
1493	35872	84183
1494	35895	84157
1495	35915	84122
1496	35945	84112
1497	35965	84079
1498	35988	84052
1499	36013	84032
1500	36034	84001
1501	36061	83983
1502	36086	83962
1503	36109	83935
1504	36133	83912
1505	36161	83895
1506	36188	83879
1507	36213	83858
1508	36232	83822
1509	36254	83793
1510	36276	83764
1511	36298	83736
1512	36322	83712
1513	36347	83690
1514	36373	83671
1515	36396	83645
1516	36416	83611
1517	36443	83595
1518	36470	83577
1519	36492	83548
1520	36519	83532
1521	36543	83508
1522	36562	83471
1523	36583	83441
1524	36607	83417
1525	36629	83388
1526	36648	83354
1527	36670	83324
1528	36693	83297
1529	36721	83284
1530	36760	83292
1531	36785	83272
1532	36809	83247
1533	36830	83217
1534	36854	83193
1535	36877	83165
1536	36898	83135
1537	36918	83102
1538	36939	83072
1539	36959	83039
1540	36979	83005
1541	37008	82993
1542	37034	82974
1543	37055	82943
1544	37075	82910
1545	37095	82876
1546	37120	82854
1547	37146	82834
1548	37165	82801
1549	37186	82769
1550	37207	82740
1551	37229	82711
1552	37265	82714
1553	37287	82684
1554	37312	82663
1555	37336	82640
1556	37353	82600
1557	37376	82573
1558	37395	82539
1559	37416	82507
1560	37436	82474
1561	37460	82451
1562	37482	82424
1563	37503	82391
1564	37527	82368
1565	37550	82341
1566	37574	82318
1567	37600	82299
1568	37622	82270
1569	37644	82241
1570	37666	82213
1571	37687	82182
1572	37708	82153
1573	37744	82154
1574	37769	82134
1575	37793	82110
1576	37827	82107
1577	37851	82083
1578	37873	82056
1579	37894	82025
1580	37916	81996
1581	37946	81985
1582	37968	81957
1583	37988	81925
1584	38011	81899
1585	38032	81868
1586	38056	81844
1587	38077	81814
1588	38097	81781
1589	38118	81751
1590	38144	81731
1591	38170	81711
1592	38195	81690
1593	38218	81664
1594	38240	81635
1595	38260	81603
1596	38282	81574
1597	38306	81550
1598	38328	81522
1599	38351	81496
1600	38370	81462
1601	38412	81477
1602	38451	81483
1603	38473	81455
1604	38494	81426
1605	38523	81412
1606	38548	81390
1607	38571	81365
1608	38590	81330
1609	38612	81301
1610	38634	81273
1611	38656	81245
1612	38681	81224
1613	38703	81196
1614	38739	81197
1615	38761	81168
1616	38784	81142
1617	38810	81122
1618	38833	81096
1619	38875	81110
1620	38916	81122
1621	38963	81145
1622	39019	81187
1623	39062	81204
1624	39103	81214
1625	39150	81238
1626	39192	81252
1627	39242	81282
1628	39283	81292
1629	39330	81314
1630	39365	81314
1631	39391	81294
1632	39414	81266
1633	39437	81239
1634	39459	81212
1635	39486	81193
1636	39516	81182
1637	39543	81162
1638	39580	81164
1639	39622	81177
1640	39649	81158
1641	39686	81160
1642	39713	81142
1643	39753	81150
1644	39786	81145
1645	39811	81122
1646	39835	81098
1647	39867	81089
1648	39892	81068
1649	39929	81068
1650	39956	81050
1651	39979	81023
1652	40005	81003
1653	40026	80972
1654	40052	80951
1655	40081	80937
1656	40108	80918
1657	40129	80888
1658	40162	80881
1659	40182	80849
1660	40205	80821
1661	40234	80808
1662	40263	80793
1663	40288	80770
1664	40312	80745
1665	40334	80717
1666	40359	80694
